Id,PAXCOUNT,SALESCHANNEL,TRIPTYPEDESC,PURCHASELEAD,LENGTHOFSTAY,flight_hour,flight_day,ROUTE,geoNetwork_country,BAGGAGE_CATEGORY,SEAT_CATEGORY,FNB_CATEGORY,INS_FLAG,flightDuration_hour
1870,2,Internet,RoundTrip,52,21,12,Fri,AKLKUL,Malaysia,1,0,0,1,8.83
1871,2,Internet,RoundTrip,118,18,2,Tue,AKLKUL,United States,1,0,0,0,8.83
1872,2,Internet,RoundTrip,97,17,4,Fri,AKLKUL,Malaysia,1,1,1,0,8.83
1873,2,Internet,RoundTrip,99,19,13,Wed,AKLKUL,Malaysia,1,1,1,1,8.83
1874,2,Internet,RoundTrip,244,21,3,Wed,AKLKUL,Malaysia,1,0,1,0,8.83
1875,2,Internet,RoundTrip,280,34,5,Wed,AKLKUL,New Zealand,1,0,0,0,8.83
1876,4,Internet,RoundTrip,244,37,8,Sat,AKLKUL,New Zealand,1,0,0,0,8.83
1877,2,Internet,RoundTrip,164,20,13,Sun,AKLKUL,Malaysia,0,0,0,1,8.83
1878,2,Internet,RoundTrip,12,65,13,Wed,AKLKUL,Malaysia,0,0,0,1,8.83
1879,1,Internet,RoundTrip,45,29,3,Mon,AKLKUL,Oman,1,0,0,0,8.83
1880,2,Mobile,RoundTrip,424,18,6,Sun,AKLKUL,Malaysia,1,0,0,0,8.83
1881,4,Internet,RoundTrip,94,17,16,Tue,AKLKUL,New Zealand,1,0,0,0,8.83
1882,2,Internet,RoundTrip,271,35,9,Sat,AKLKUL,New Zealand,1,0,0,0,8.83
1883,5,Internet,RoundTrip,343,27,0,Sat,AKLKUL,New Zealand,1,0,1,0,8.83
1884,2,Internet,RoundTrip,38,23,14,Thu,AKLKUL,Malaysia,1,1,1,0,8.83
1885,1,Internet,RoundTrip,25,18,4,Mon,AKLKUL,Malaysia,1,1,1,0,8.83
1886,1,Internet,RoundTrip,110,20,16,Tue,AKLKUL,Malaysia,0,0,1,0,8.83
1887,1,Internet,RoundTrip,181,65,9,Tue,AKLKUL,Malaysia,0,0,0,1,8.83
1888,2,Internet,RoundTrip,181,21,0,Sun,AKLKUL,New Zealand,1,0,1,0,8.83
1889,1,Internet,RoundTrip,108,92,11,Sun,AKLKUL,New Zealand,0,0,0,0,8.83
1890,2,Internet,RoundTrip,73,33,8,Sun,AKLKUL,New Zealand,1,0,1,0,8.83
1891,2,Internet,RoundTrip,174,25,6,Mon,AKLKUL,New Zealand,0,0,0,0,8.83
1892,4,Internet,RoundTrip,123,31,20,Sat,AKLKUL,New Zealand,0,0,0,0,8.83
1893,1,Internet,RoundTrip,164,38,14,Fri,AKLKUL,Malaysia,1,1,1,1,8.83
1894,1,Internet,RoundTrip,51,18,4,Thu,AKLKUL,New Zealand,0,0,0,0,8.83
1895,1,Internet,RoundTrip,58,127,20,Sat,AKLKUL,New Zealand,0,0,0,0,8.83
1896,1,Internet,RoundTrip,10,97,10,Thu,AKLKUL,Malaysia,1,0,1,0,8.83
1897,1,Internet,RoundTrip,198,53,4,Tue,AKLKUL,Malaysia,1,0,1,1,8.83
1898,1,Internet,RoundTrip,70,119,5,Wed,AKLKUL,New Zealand,1,0,1,0,8.83
1899,3,Internet,RoundTrip,292,26,3,Thu,AKLKUL,Malaysia,1,0,0,0,8.83
1900,2,Internet,RoundTrip,99,52,6,Fri,AKLKUL,Singapore,1,1,0,0,8.83
1901,1,Internet,RoundTrip,62,45,20,Fri,AKLKUL,New Zealand,0,0,0,0,8.83
1902,2,Mobile,RoundTrip,42,33,6,Wed,AKLKUL,New Zealand,1,0,1,0,8.83
1903,1,Internet,RoundTrip,146,19,6,Thu,AKLKUL,Malaysia,1,0,0,0,8.83
1904,3,Internet,RoundTrip,333,21,9,Tue,AKLKUL,Brunei,0,0,0,0,8.83
1905,1,Mobile,RoundTrip,185,72,9,Sun,AKLKUL,Malaysia,1,0,0,0,8.83
1906,2,Mobile,RoundTrip,349,20,4,Fri,AKLKUL,New Zealand,0,0,0,0,8.83
1907,1,Internet,RoundTrip,224,76,11,Sun,AKLKUL,Malaysia,1,0,1,1,8.83
1908,3,Internet,RoundTrip,209,34,2,Sun,AKLKUL,New Zealand,1,0,1,0,8.83
1909,1,Mobile,RoundTrip,254,26,2,Sun,AKLKUL,France,0,0,1,0,8.83
1910,2,Internet,RoundTrip,161,17,11,Thu,AKLKUL,New Zealand,0,0,0,0,8.83
1911,2,Mobile,RoundTrip,18,70,14,Fri,AKLKUL,India,1,0,1,0,8.83
1912,1,Internet,RoundTrip,119,24,2,Fri,AKLKUL,Malaysia,0,0,0,0,8.83
1913,1,Internet,RoundTrip,68,89,2,Tue,AKLKUL,Malaysia,1,0,0,0,8.83
1914,1,Mobile,RoundTrip,333,20,7,Mon,AKLKUL,Malaysia,0,0,0,0,8.83
1915,2,Internet,RoundTrip,25,50,7,Thu,AKLKUL,Malaysia,1,0,0,1,8.83
1916,2,Internet,RoundTrip,241,68,0,Sun,AKLKUL,New Zealand,0,0,0,0,8.83
1917,1,Internet,RoundTrip,164,93,7,Sun,AKLKUL,Malaysia,1,0,1,0,8.83
1918,1,Internet,RoundTrip,110,25,12,Mon,AKLKUL,New Zealand,1,0,1,0,8.83
1919,2,Internet,RoundTrip,160,22,23,Sat,AKLKUL,New Zealand,1,0,0,0,8.83
1920,1,Internet,RoundTrip,29,25,12,Fri,AKLKUL,Malaysia,0,0,1,0,8.83
1921,3,Internet,RoundTrip,255,23,19,Sat,AKLKUL,Ukraine,0,0,0,0,8.83
1922,1,Internet,RoundTrip,24,44,7,Sat,AKLKUL,New Zealand,1,0,1,0,8.83
1923,1,Internet,RoundTrip,122,31,14,Sun,AKLKUL,Malaysia,1,0,1,0,8.83
1924,4,Internet,RoundTrip,267,18,9,Wed,AKLKUL,New Zealand,1,1,0,0,8.83
1925,1,Internet,RoundTrip,79,20,6,Sat,AKLKUL,Malaysia,1,1,1,0,8.83
1926,1,Mobile,RoundTrip,18,41,2,Sat,AKLKUL,New Zealand,1,0,0,0,8.83
1927,1,Internet,RoundTrip,45,17,5,Wed,AKLKUL,Malaysia,0,0,1,1,8.83
1928,1,Internet,RoundTrip,37,21,12,Fri,AKLKUL,Malaysia,1,0,0,0,8.83
1929,1,Internet,RoundTrip,85,26,19,Thu,AKLKUL,New Zealand,0,0,0,0,8.83
1930,2,Internet,RoundTrip,75,18,11,Sat,AKLKUL,Malaysia,1,1,1,0,8.83
1931,3,Internet,RoundTrip,387,18,8,Mon,AKLKUL,Malaysia,1,0,1,0,8.83
1932,2,Mobile,RoundTrip,56,18,2,Fri,AKLKUL,New Zealand,1,0,0,0,8.83
1933,2,Internet,RoundTrip,111,25,9,Sun,AKLKUL,New Zealand,0,0,0,0,8.83
1934,1,Internet,RoundTrip,4,17,6,Thu,AKLKUL,Malaysia,1,0,0,0,8.83
1935,1,Internet,RoundTrip,72,170,12,Sun,AKLKUL,Malaysia,1,0,0,0,8.83
1936,1,Internet,RoundTrip,61,19,1,Tue,AKLKUL,New Zealand,1,0,0,0,8.83
1937,1,Internet,RoundTrip,42,17,14,Tue,AKLKUL,Malaysia,0,0,0,1,8.83
1938,1,Internet,RoundTrip,94,89,6,Sun,AKLKUL,New Zealand,0,0,0,0,8.83
1939,2,Internet,RoundTrip,14,73,9,Sun,AKLKUL,Malaysia,1,1,0,0,8.83
1940,2,Internet,RoundTrip,90,25,20,Mon,AKLKUL,Netherlands,0,0,1,0,8.83
1941,1,Internet,RoundTrip,226,32,21,Sun,AKLKUL,New Zealand,0,1,1,0,8.83
1942,1,Internet,RoundTrip,24,36,4,Fri,AKLKUL,Malaysia,1,1,0,0,8.83
1943,1,Internet,RoundTrip,165,42,9,Tue,AKLKUL,Malaysia,0,0,0,0,8.83
1944,2,Internet,RoundTrip,183,19,8,Thu,AKLKUL,New Zealand,1,0,0,0,8.83
1945,1,Internet,RoundTrip,192,61,3,Mon,AKLKUL,Malaysia,1,1,1,0,8.83
1946,3,Internet,RoundTrip,241,31,8,Fri,AKLKUL,Denmark,1,0,0,0,8.83
1947,2,Internet,RoundTrip,223,38,15,Sun,AKLKUL,Malaysia,0,1,1,1,8.83
1948,2,Internet,RoundTrip,69,64,7,Wed,AKLKUL,New Zealand,1,0,0,0,8.83
1949,1,Internet,RoundTrip,193,17,3,Sun,AKLKUL,New Zealand,0,0,1,0,8.83
1950,2,Internet,RoundTrip,191,38,23,Thu,AKLKUL,Malaysia,1,1,0,0,8.83
1951,1,Internet,RoundTrip,43,278,11,Sun,AKLKUL,Saudi Arabia,0,0,0,0,8.83
1952,3,Internet,RoundTrip,272,21,18,Tue,AKLKUL,Malaysia,1,1,0,1,8.83
1953,1,Internet,RoundTrip,167,17,7,Sun,AKLKUL,Malaysia,0,0,0,0,8.83
1954,2,Internet,RoundTrip,316,17,7,Thu,AKLKUL,New Zealand,0,0,0,0,8.83
1955,1,Internet,RoundTrip,39,79,2,Wed,AKLKUL,Malaysia,1,0,1,0,8.83
1956,2,Internet,RoundTrip,173,25,13,Thu,AKLKUL,Malaysia,1,1,1,0,8.83
1957,1,Internet,RoundTrip,146,27,11,Thu,AKLKUL,New Zealand,1,0,1,0,8.83
1958,1,Internet,RoundTrip,29,70,1,Wed,AKLKUL,New Zealand,0,0,0,0,8.83
1959,1,Internet,RoundTrip,60,49,9,Mon,AKLKUL,Malaysia,1,0,0,0,8.83
1960,1,Internet,RoundTrip,39,55,23,Fri,AKLKUL,Malaysia,1,0,1,0,8.83
1961,1,Internet,RoundTrip,401,37,10,Thu,AKLKUL,New Zealand,0,0,0,0,8.83
1962,1,Mobile,RoundTrip,65,77,14,Sat,AKLKUL,Malaysia,1,0,0,1,8.83
1963,1,Internet,RoundTrip,66,80,6,Mon,AKLKUL,Singapore,1,0,0,1,8.83
1964,2,Internet,RoundTrip,300,70,0,Wed,AKLKUL,Malaysia,0,0,0,0,8.83
1965,2,Internet,RoundTrip,304,76,4,Thu,AKLKUL,Malaysia,0,0,0,1,8.83
1966,1,Internet,RoundTrip,1,37,13,Sun,AKLKUL,Malaysia,1,1,1,0,8.83
1967,1,Internet,RoundTrip,255,22,4,Fri,AKLKUL,New Zealand,1,0,1,0,8.83
1968,2,Internet,RoundTrip,7,75,13,Wed,AKLKUL,Malaysia,1,0,1,1,8.83
1969,1,Internet,RoundTrip,49,63,12,Thu,AKLKUL,Saudi Arabia,1,1,1,0,8.83
1970,2,Internet,RoundTrip,110,22,6,Tue,AKLKUL,Malaysia,1,0,0,0,8.83
1971,2,Internet,RoundTrip,317,37,9,Thu,AKLKUL,Malaysia,1,0,1,1,8.83
1972,1,Internet,RoundTrip,17,21,23,Wed,AKLKUL,United Kingdom,1,0,1,1,8.83
1973,2,Internet,RoundTrip,63,31,6,Sun,AKLKUL,Malaysia,1,0,1,0,8.83
1974,2,Internet,RoundTrip,12,19,13,Thu,AKLKUL,Saudi Arabia,1,0,0,0,8.83
1975,1,Internet,RoundTrip,92,23,7,Thu,AKLKUL,Malaysia,1,0,1,0,8.83
1976,2,Internet,RoundTrip,66,30,1,Sun,AKLKUL,Malaysia,1,1,0,0,8.83
1977,2,Internet,RoundTrip,148,29,8,Fri,AKLKUL,New Zealand,1,0,0,0,8.83
1978,1,Internet,RoundTrip,66,28,0,Wed,AKLKUL,New Zealand,1,0,0,0,8.83
1979,2,Internet,RoundTrip,55,29,8,Mon,AKLKUL,New Zealand,0,0,1,0,8.83
1980,2,Internet,RoundTrip,368,19,16,Tue,AKLKUL,Malaysia,1,0,1,0,8.83
1981,2,Internet,RoundTrip,305,20,8,Tue,AKLKUL,Malaysia,1,0,1,0,8.83
1982,1,Internet,RoundTrip,63,23,5,Thu,AKLKUL,Malaysia,1,0,1,0,8.83
1983,1,Mobile,RoundTrip,83,69,13,Sun,AKLKUL,Malaysia,0,0,0,0,8.83
1984,1,Internet,RoundTrip,70,22,5,Sun,AKLKUL,New Zealand,1,1,1,0,8.83
1985,4,Internet,RoundTrip,31,62,10,Tue,AKLKUL,Indonesia,0,1,0,0,8.83
1986,1,Internet,RoundTrip,46,22,19,Mon,AKLKUL,Qatar,1,0,0,0,8.83
1987,1,Internet,RoundTrip,352,33,6,Wed,AKLKUL,Singapore,1,0,1,0,8.83
1988,1,Internet,RoundTrip,305,30,14,Wed,AKLKUL,New Zealand,1,0,0,0,8.83
1989,4,Internet,RoundTrip,160,24,7,Fri,AKLKUL,New Zealand,1,0,1,0,8.83
1990,2,Mobile,RoundTrip,87,21,9,Sun,AKLKUL,New Zealand,1,1,0,0,8.83
1991,1,Internet,RoundTrip,210,27,10,Tue,AKLKUL,Malaysia,1,0,0,0,8.83
1992,2,Internet,RoundTrip,164,23,3,Sat,AKLKUL,Malaysia,1,0,0,0,8.83
1993,2,Internet,RoundTrip,152,29,8,Tue,AKLKUL,Malaysia,1,0,0,0,8.83
1994,1,Internet,RoundTrip,199,23,0,Thu,AKLKUL,New Zealand,1,1,0,0,8.83
1995,1,Mobile,RoundTrip,22,27,7,Tue,AKLKUL,Malaysia,1,0,0,0,8.83
1996,2,Internet,RoundTrip,220,20,7,Wed,AKLKUL,New Zealand,0,0,0,0,8.83
1997,1,Internet,RoundTrip,198,43,10,Sun,AKLKUL,Australia,0,0,0,0,8.83
1998,1,Internet,RoundTrip,242,23,16,Sun,AKLKUL,Malaysia,1,0,0,1,8.83
1999,1,Internet,RoundTrip,37,21,2,Thu,AKLKUL,Vietnam,1,0,1,0,8.83
2000,1,Internet,RoundTrip,44,156,8,Tue,AKLKUL,Malaysia,0,0,0,0,8.83
2001,1,Internet,RoundTrip,42,58,2,Thu,AKLKUL,New Zealand,1,0,0,0,8.83
2002,1,Internet,RoundTrip,339,25,7,Sun,AKLKUL,Malaysia,1,0,0,0,8.83
2003,1,Internet,RoundTrip,336,21,6,Mon,AKLKUL,New Zealand,1,0,0,0,8.83
2004,1,Internet,RoundTrip,70,17,23,Thu,AKLKUL,New Zealand,0,0,1,0,8.83
2005,4,Internet,RoundTrip,235,17,20,Sat,AKLKUL,New Zealand,1,0,1,0,8.83
2006,1,Internet,RoundTrip,58,103,12,Wed,AKLKUL,New Zealand,1,0,0,0,8.83
2007,1,Internet,RoundTrip,100,42,17,Sun,AKLKUL,Malaysia,0,0,0,1,8.83
2008,2,Internet,RoundTrip,290,71,11,Tue,AKLKUL,New Zealand,1,0,0,0,8.83
2009,1,Internet,RoundTrip,99,21,13,Sun,AKLKUL,New Zealand,1,0,0,0,8.83
2010,1,Internet,RoundTrip,41,41,15,Mon,AKLKUL,Malaysia,1,1,0,0,8.83
2011,4,Internet,RoundTrip,75,23,15,Sun,AKLKUL,Malaysia,1,0,1,0,8.83
2012,1,Internet,RoundTrip,231,32,22,Sun,AKLKUL,New Zealand,1,0,0,0,8.83
2013,2,Internet,RoundTrip,28,19,18,Tue,AKLKUL,Malaysia,1,1,1,0,8.83
2014,1,Internet,RoundTrip,205,99,12,Sat,AKLKUL,New Zealand,1,0,0,0,8.83
2015,4,Internet,RoundTrip,62,21,6,Sun,AKLKUL,New Zealand,1,1,1,0,8.83
2016,5,Internet,RoundTrip,116,24,14,Thu,AKLKUL,Malaysia,0,0,0,0,8.83
2017,2,Mobile,RoundTrip,39,39,23,Fri,AKLKUL,New Zealand,0,0,0,0,8.83
2018,2,Mobile,RoundTrip,86,26,14,Fri,AKLKUL,United Arab Emirates,1,0,0,0,8.83
2019,1,Internet,RoundTrip,169,28,16,Sun,AKLKUL,United States,1,0,0,0,8.83
2020,1,Internet,RoundTrip,131,25,9,Thu,AKLKUL,New Zealand,1,0,0,0,8.83
2021,1,Internet,RoundTrip,251,31,9,Tue,AKLKUL,Malaysia,0,0,0,0,8.83
2022,2,Internet,RoundTrip,123,18,2,Wed,AKLKUL,New Zealand,1,0,1,0,8.83
2023,1,Internet,RoundTrip,25,30,10,Fri,AKLKUL,India,0,0,0,1,8.83
2024,2,Internet,RoundTrip,182,34,21,Wed,AKLKUL,New Zealand,1,1,1,0,8.83
2025,2,Internet,RoundTrip,75,85,23,Thu,AKLKUL,Colombia,0,0,0,0,8.83
2026,2,Internet,RoundTrip,311,20,11,Fri,AKLKUL,Malaysia,0,0,0,0,8.83
2027,2,Internet,RoundTrip,188,47,5,Sun,AKLKUL,Malaysia,1,0,1,1,8.83
2028,2,Internet,RoundTrip,332,17,15,Sun,AKLKUL,Malaysia,0,0,0,1,8.83
2029,1,Internet,RoundTrip,109,54,4,Tue,AKLKUL,New Zealand,1,0,1,0,8.83
2030,1,Internet,RoundTrip,103,21,10,Mon,AKLKUL,Malaysia,1,0,0,1,8.83
2031,1,Internet,RoundTrip,203,19,4,Mon,AKLKUL,New Zealand,1,0,1,0,8.83
2032,2,Internet,RoundTrip,196,18,8,Thu,AKLKUL,Malaysia,1,0,1,0,8.83
2033,1,Internet,RoundTrip,47,23,7,Thu,AKLKUL,Malaysia,0,0,0,1,8.83
2034,2,Internet,RoundTrip,185,30,8,Wed,AKLKUL,New Zealand,0,0,0,0,8.83
2035,2,Internet,RoundTrip,99,17,15,Sat,AKLKUL,Thailand,1,0,0,0,8.83
2036,2,Internet,RoundTrip,359,20,12,Tue,AKLKUL,Malaysia,1,1,1,0,8.83
2037,2,Internet,RoundTrip,162,35,4,Sat,AKLKUL,New Zealand,0,0,0,0,8.83
2038,2,Internet,RoundTrip,217,18,17,Sun,AKLKUL,Malaysia,1,1,1,1,8.83
2039,1,Internet,RoundTrip,97,27,21,Tue,AKLKUL,Germany,0,0,0,0,8.83
2040,2,Internet,RoundTrip,3,83,20,Thu,AKLKUL,Malaysia,0,0,0,0,8.83
2041,3,Internet,RoundTrip,118,28,22,Mon,AKLKUL,New Zealand,0,0,0,0,8.83
2042,4,Internet,RoundTrip,343,39,10,Sat,AKLKUL,New Zealand,1,1,1,0,8.83
2043,2,Internet,RoundTrip,76,18,23,Tue,AKLKUL,New Zealand,1,0,1,0,8.83
2044,1,Internet,RoundTrip,228,17,3,Sun,AKLKUL,New Zealand,1,1,1,0,8.83
2045,1,Internet,RoundTrip,63,45,21,Tue,AKLKUL,Malaysia,1,1,1,0,8.83
2046,1,Internet,RoundTrip,22,22,17,Sun,AKLKUL,Sri Lanka,0,1,0,0,8.83
2047,1,Mobile,RoundTrip,49,17,7,Sun,AKLKUL,Malaysia,1,1,1,0,8.83
2048,1,Internet,RoundTrip,64,25,7,Fri,AKLKUL,Malaysia,1,0,0,0,8.83
2049,3,Internet,RoundTrip,74,26,9,Thu,AKLKUL,Malaysia,0,0,0,0,8.83
2050,1,Internet,RoundTrip,91,24,13,Fri,AKLKUL,Malaysia,1,0,0,1,8.83
2051,2,Internet,RoundTrip,370,17,7,Wed,AKLKUL,New Zealand,1,1,0,0,8.83
2052,4,Internet,RoundTrip,298,22,9,Sun,AKLKUL,New Zealand,1,0,1,0,8.83
2053,1,Internet,RoundTrip,57,23,22,Thu,AKLKUL,New Zealand,1,0,0,0,8.83
2054,1,Internet,RoundTrip,20,160,5,Thu,AKLKUL,Malaysia,1,0,0,0,8.83
2055,1,Internet,RoundTrip,111,25,9,Sun,AKLKUL,New Zealand,0,0,0,0,8.83
2056,1,Internet,RoundTrip,112,56,10,Wed,AKLKUL,New Zealand,0,0,0,0,8.83
2057,4,Internet,RoundTrip,100,40,8,Sat,AKLKUL,Malaysia,1,0,1,0,8.83
2058,1,Internet,RoundTrip,263,58,4,Sun,AKLKUL,Malaysia,0,1,0,0,8.83
2059,2,Internet,RoundTrip,577,26,9,Mon,AKLKUL,New Zealand,0,0,0,0,8.83
2060,1,Internet,RoundTrip,80,156,8,Mon,AKLKUL,New Zealand,1,0,0,0,8.83
2061,2,Internet,RoundTrip,415,19,1,Tue,AKLKUL,Malaysia,1,0,1,0,8.83
2062,1,Internet,RoundTrip,73,109,10,Wed,AKLKUL,Malaysia,1,0,1,0,8.83
2063,2,Internet,RoundTrip,251,22,11,Fri,AKLKUL,New Zealand,0,0,0,0,8.83
2064,1,Internet,RoundTrip,165,34,22,Thu,AKLKUL,New Zealand,1,0,0,0,8.83
2065,1,Internet,RoundTrip,170,23,22,Tue,AKLKUL,Australia,1,0,0,0,8.83
2066,1,Internet,OneWay,42,1,2,Mon,AKLKUL,Singapore,0,0,0,0,8.83
2067,2,Internet,RoundTrip,22,18,9,Fri,AKLKUL,New Zealand,1,0,1,1,8.83
2068,1,Internet,RoundTrip,70,23,3,Wed,AKLKUL,New Zealand,0,0,1,0,8.83
2069,1,Internet,RoundTrip,25,94,6,Wed,AKLKUL,Malaysia,0,0,0,0,8.83
2070,2,Internet,RoundTrip,236,29,5,Sun,AKLKUL,Malaysia,1,0,0,1,8.83
2071,1,Internet,RoundTrip,97,42,7,Mon,AKLKUL,New Zealand,1,1,1,0,8.83
2072,1,Internet,RoundTrip,263,58,4,Sun,AKLKUL,Malaysia,0,1,0,0,8.83
2073,2,Internet,RoundTrip,157,20,3,Sun,AKLKUL,United States,1,0,0,0,8.83
2074,2,Internet,RoundTrip,149,22,8,Wed,AKLKUL,New Zealand,0,0,0,0,8.83
2075,1,Internet,RoundTrip,31,20,4,Mon,AKLKUL,New Zealand,0,0,1,0,8.83
2076,2,Internet,RoundTrip,22,24,7,Thu,AKLKUL,New Zealand,1,0,0,0,8.83
2077,1,Internet,RoundTrip,36,82,4,Sun,AKLKUL,Malaysia,1,1,1,0,8.83
2078,1,Internet,RoundTrip,91,30,23,Tue,AKLKUL,New Zealand,0,0,1,0,8.83
2079,1,Mobile,RoundTrip,138,23,21,Sun,AKLKUL,New Zealand,1,1,1,0,8.83
2080,2,Internet,RoundTrip,48,29,11,Thu,AKLKUL,Malaysia,1,0,0,0,8.83
2081,2,Internet,RoundTrip,192,92,8,Tue,AKLKUL,Malaysia,1,1,1,0,8.83
2082,1,Internet,RoundTrip,62,17,4,Sat,AKLKUL,Malaysia,1,1,1,0,8.83
2083,2,Internet,RoundTrip,397,19,16,Mon,AKLKUL,Malaysia,1,1,0,0,8.83
2084,1,Internet,RoundTrip,224,63,12,Mon,AKLKUL,Iran,1,1,1,0,8.83
2085,2,Internet,RoundTrip,5,48,23,Mon,AKLKUL,Malaysia,1,1,0,0,8.83
2086,1,Internet,RoundTrip,294,22,14,Mon,AKLKUL,Malaysia,1,0,1,0,8.83
2087,1,Internet,RoundTrip,236,30,2,Wed,AKLKUL,Malaysia,1,0,1,0,8.83
2088,3,Internet,RoundTrip,215,31,4,Sat,AKLKUL,Malaysia,0,0,0,1,8.83
2089,2,Internet,RoundTrip,321,32,7,Mon,AKLKUL,Australia,1,1,1,0,8.83
2090,1,Internet,RoundTrip,48,21,16,Mon,AKLKUL,United Kingdom,0,0,0,0,8.83
2091,1,Internet,RoundTrip,64,182,16,Mon,AKLKUL,Thailand,1,0,0,0,8.83
2092,1,Internet,RoundTrip,131,31,15,Wed,AKLKUL,Malaysia,0,0,0,0,8.83
2093,2,Internet,RoundTrip,194,24,2,Fri,AKLKUL,New Zealand,1,0,0,0,8.83
2094,1,Internet,RoundTrip,51,170,14,Sat,AKLKUL,Bahrain,1,0,0,0,8.83
2095,1,Mobile,RoundTrip,77,19,14,Thu,AKLKUL,Malaysia,0,0,1,1,8.83
2096,1,Internet,RoundTrip,55,20,22,Wed,AKLKUL,New Zealand,1,0,0,0,8.83
2097,1,Internet,RoundTrip,27,31,8,Sun,AKLKUL,New Zealand,1,0,0,0,8.83
2098,1,Internet,RoundTrip,32,30,21,Sat,AKLKUL,New Zealand,1,0,0,0,8.83
2099,1,Internet,RoundTrip,6,17,0,Tue,AKLKUL,Malaysia,1,1,1,0,8.83
2100,1,Internet,RoundTrip,20,90,2,Wed,AKLKUL,Malaysia,1,0,1,1,8.83
2101,2,Internet,RoundTrip,77,36,2,Sun,AKLKUL,New Zealand,1,0,1,0,8.83
2102,2,Internet,RoundTrip,339,18,11,Sun,AKLKUL,Malaysia,1,0,0,0,8.83
2103,2,Internet,RoundTrip,113,22,9,Mon,AKLKUL,New Zealand,0,0,1,0,8.83
2104,1,Internet,RoundTrip,340,17,5,Wed,AKLKUL,New Zealand,0,0,1,0,8.83
2105,1,Internet,RoundTrip,26,20,1,Tue,AKLKUL,United States,0,0,0,0,8.83
2106,2,Internet,RoundTrip,90,21,15,Tue,AKLKUL,Solomon Islands,0,0,0,0,8.83
2107,1,Internet,RoundTrip,162,17,9,Mon,AKLKUL,New Zealand,0,0,0,0,8.83
2108,3,Internet,RoundTrip,339,31,3,Wed,AKLKUL,New Zealand,1,1,1,0,8.83
2109,2,Internet,RoundTrip,252,19,11,Wed,AKLKUL,Malaysia,1,0,1,0,8.83
2110,2,Internet,RoundTrip,75,81,16,Thu,AKLKUL,Slovenia,1,0,0,0,8.83
2111,1,Internet,RoundTrip,146,21,6,Sun,AKLKUL,Malaysia,0,0,0,0,8.83
2112,6,Internet,RoundTrip,346,21,4,Fri,AKLKUL,New Zealand,1,1,1,0,8.83
2113,2,Internet,RoundTrip,75,22,0,Mon,AKLKUL,Malaysia,1,1,1,1,8.83
2114,3,Internet,RoundTrip,33,50,9,Sun,AKLKUL,New Zealand,1,0,1,0,8.83
2115,1,Internet,RoundTrip,79,19,2,Mon,AKLKUL,New Zealand,1,0,0,0,8.83
2116,2,Internet,RoundTrip,17,19,14,Thu,AKLKUL,Malaysia,0,0,0,1,8.83
2117,2,Internet,RoundTrip,217,22,3,Thu,AKLKUL,New Zealand,1,0,1,0,8.83
2118,1,Internet,RoundTrip,287,17,15,Sat,AKLKUL,Malaysia,1,0,1,1,8.83
2119,1,Internet,RoundTrip,159,27,0,Mon,AKLKUL,New Zealand,1,0,1,0,8.83
2120,3,Internet,RoundTrip,62,18,1,Sat,AKLKUL,New Zealand,1,1,0,0,8.83
2121,1,Mobile,RoundTrip,32,34,13,Thu,AKLKUL,Malaysia,1,0,1,0,8.83
2122,1,Internet,RoundTrip,94,17,20,Tue,AKLKUL,Malaysia,1,1,0,0,8.83
2123,2,Internet,RoundTrip,78,20,14,Tue,AKLKUL,Malaysia,1,1,1,1,8.83
2124,4,Internet,RoundTrip,239,21,9,Thu,AKLKUL,New Zealand,1,1,1,0,8.83
2125,1,Internet,RoundTrip,41,20,6,Thu,AKLKUL,Malaysia,1,0,0,0,8.83
2126,1,Internet,RoundTrip,40,17,8,Sat,AKLKUL,Malaysia,1,1,1,0,8.83
2127,1,Internet,RoundTrip,25,40,16,Fri,AKLKUL,Indonesia,1,0,1,0,8.83
2128,2,Mobile,RoundTrip,270,18,14,Sun,AKLKUL,Malaysia,1,0,0,0,8.83
2129,1,Internet,RoundTrip,53,85,12,Sun,AKLKUL,Malaysia,1,0,0,0,8.83
2130,1,Internet,RoundTrip,59,36,10,Fri,AKLKUL,New Zealand,1,1,1,1,8.83
2131,2,Internet,RoundTrip,226,25,14,Fri,AKLKUL,Germany,1,0,0,0,8.83
2132,2,Internet,RoundTrip,243,56,5,Tue,AKLKUL,New Zealand,1,0,1,0,8.83
2133,4,Internet,RoundTrip,182,36,7,Mon,AKLKUL,New Zealand,0,0,0,0,8.83
2134,4,Internet,RoundTrip,332,24,11,Mon,AKLKUL,New Zealand,0,0,0,0,8.83
2135,1,Internet,RoundTrip,21,20,13,Thu,AKLKUL,New Zealand,1,0,0,0,8.83
2136,1,Internet,RoundTrip,66,22,0,Thu,AKLKUL,New Zealand,1,0,0,0,8.83
2137,2,Internet,RoundTrip,138,35,1,Fri,AKLKUL,New Zealand,0,0,0,0,8.83
2138,1,Internet,RoundTrip,28,17,3,Wed,AKLKUL,Malaysia,1,0,1,0,8.83
2139,1,Internet,RoundTrip,110,113,14,Sat,AKLKUL,Malaysia,1,0,1,0,8.83
2140,2,Internet,RoundTrip,416,22,6,Tue,AKLKUL,New Zealand,0,0,0,0,8.83
2141,2,Mobile,RoundTrip,91,23,17,Sun,AKLKUL,New Zealand,1,0,1,0,8.83
